region_count,nuclei_count,weak_count,medium_count,strong_count,positive_nuclei_count,tissue_pixels,positive_pixels,positive_area_pct,positive_nuclei_pct,weak_1plus_pct,medium_2plus_pct,strong_3plus_pct,pred_intensity_score,pred_percent_score,pred_final_score,pred_expression,relative_dir,file,source_image,image_path
8,11,7,0,1,11,18531,2587,13.96,100.0,87.5,0.0,12.5,2,3,6,high,0,DNMT3A_1882_block1.jpg_x1792_y2304.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x1792_y2304.jpg
15,13,9,1,5,13,34679,3076,8.87,100.0,60.0,6.67,33.33,3,3,9,high,0,DNMT3A_1882_block1.jpg_x1792_y256.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x1792_y256.jpg
18,24,9,3,6,24,39970,4384,10.97,100.0,50.0,16.67,33.33,3,3,9,high,0,DNMT3A_1882_block1.jpg_x1792_y512.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x1792_y512.jpg
17,19,9,1,7,19,33198,4684,14.11,100.0,52.94,5.88,41.18,3,3,9,high,0,DNMT3A_1882_block1.jpg_x1792_y768.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x1792_y768.jpg
13,20,8,4,1,20,26089,5847,22.41,100.0,61.54,30.77,7.69,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2048_y1024.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y1024.jpg
11,14,8,2,1,14,18161,5078,27.96,100.0,72.73,18.18,9.09,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2048_y1280.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y1280.jpg
7,8,5,2,0,8,12828,3813,29.72,100.0,71.43,28.57,0.0,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2048_y1792.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y1792.jpg
14,8,2,7,5,8,15691,4642,29.58,100.0,14.29,50.0,35.71,3,3,9,high,0,DNMT3A_1882_block1.jpg_x2048_y2048.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y2048.jpg
9,10,7,1,1,10,13515,4011,29.68,100.0,77.78,11.11,11.11,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2048_y2304.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y2304.jpg
10,13,1,4,5,13,23091,4020,17.41,100.0,10.0,40.0,50.0,3,3,9,high,0,DNMT3A_1882_block1.jpg_x2048_y768.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2048_y768.jpg
11,9,8,3,0,9,9996,2804,28.05,100.0,72.73,27.27,0.0,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2304_y2304.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2304_y2304.jpg
8,5,6,1,1,5,13183,3932,29.83,100.0,75.0,12.5,12.5,3,3,9,high,0,DNMT3A_1882_block1.jpg_x2304_y768.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2304_y768.jpg
17,9,15,2,0,9,19184,5076,26.46,100.0,88.24,11.76,0.0,2,3,6,high,0,DNMT3A_1882_block1.jpg_x2560_y1280.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2560_y1280.jpg
10,11,8,0,2,11,18001,5328,29.6,100.0,80.0,0.0,20.0,3,3,9,high,0,DNMT3A_1882_block1.jpg_x2560_y1536.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x2560_y1536.jpg
10,12,6,3,1,12,9782,2853,29.17,100.0,60.0,30.0,10.0,2,3,6,high,0,DNMT3A_1882_block1.jpg_x256_y1280.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x256_y1280.jpg
9,9,1,6,2,9,11703,3473,29.68,100.0,11.11,66.67,22.22,3,3,9,high,0,DNMT3A_1882_block1.jpg_x256_y1536.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x256_y1536.jpg
10,15,8,0,2,15,29904,4109,13.74,100.0,80.0,0.0,20.0,3,3,9,high,0,DNMT3A_1882_block1.jpg_x512_y1536.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x512_y1536.jpg
17,27,17,0,0,27,39270,8910,22.69,100.0,100.0,0.0,0.0,1,3,3,low,0,DNMT3A_1882_block1.jpg_x512_y1792.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x512_y1792.jpg
15,22,10,4,1,22,33261,5848,17.58,100.0,66.67,26.67,6.67,2,3,6,high,0,DNMT3A_1882_block1.jpg_x768_y2304.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x768_y2304.jpg
9,12,3,2,4,12,22315,3097,13.88,100.0,33.33,22.22,44.44,3,3,9,high,0,DNMT3A_1882_block1.jpg_x768_y768.jpg,DNMT3A_1882_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1882_block1.jpg_x768_y768.jpg
50,25,40,8,2,24,57819,16450,28.45,96.0,80.0,16.0,4.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y1024.jpg
28,28,26,1,1,28,57470,16871,29.36,100.0,92.86,3.57,3.57,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1024_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y1280.jpg
23,20,17,4,2,20,54651,5915,10.82,100.0,73.91,17.39,8.7,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y1536.jpg
36,24,26,7,3,24,56499,16310,28.87,100.0,72.22,19.44,8.33,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y1792.jpg
25,30,21,2,2,30,54751,13911,25.41,100.0,84.0,8.0,8.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y2048.jpg
25,34,20,4,1,34,55997,12217,21.82,100.0,80.0,16.0,4.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y2304.jpg
66,34,44,18,4,34,48242,13158,27.27,100.0,66.67,27.27,6.06,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y256.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y256.jpg
50,24,40,9,1,24,53576,15132,28.24,100.0,80.0,18.0,2.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y2560.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y2560.jpg
42,35,36,5,1,35,55055,16063,29.18,100.0,85.71,11.9,2.38,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y512.jpg
35,31,31,4,0,31,57782,16747,28.98,100.0,88.57,11.43,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1024_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1024_y768.jpg
61,30,56,3,2,30,58193,16503,28.36,100.0,91.8,4.92,3.28,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1280_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y1024.jpg
46,32,40,4,2,32,56717,13692,24.14,100.0,86.96,8.7,4.35,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y1280.jpg
32,36,20,6,6,36,54948,6643,12.09,100.0,62.5,18.75,18.75,3,3,9,high,0,DNMT3A_1939_block1.jpg_x1280_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y1536.jpg
42,34,38,2,2,34,55273,15518,28.08,100.0,90.48,4.76,4.76,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y1792.jpg
45,28,40,2,3,28,53820,15129,28.11,100.0,88.89,4.44,6.67,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y2048.jpg
24,30,16,5,3,30,56258,4442,7.9,100.0,66.67,20.83,12.5,3,3,9,high,0,DNMT3A_1939_block1.jpg_x1280_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y2304.jpg
46,40,42,3,1,40,55874,15796,28.27,100.0,91.3,6.52,2.17,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1280_y256.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y256.jpg
31,34,27,4,0,34,51217,6714,13.11,100.0,87.1,12.9,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y2560.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y2560.jpg
33,37,30,2,1,37,54707,12515,22.88,100.0,90.91,6.06,3.03,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y512.jpg
53,49,44,6,3,49,57290,16362,28.56,100.0,83.02,11.32,5.66,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1280_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1280_y768.jpg
35,41,24,7,4,41,56996,8507,14.93,100.0,68.57,20.0,11.43,3,3,9,high,0,DNMT3A_1939_block1.jpg_x1536_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y1024.jpg
54,50,40,7,7,50,51679,6295,12.18,100.0,74.07,12.96,12.96,3,3,9,high,0,DNMT3A_1939_block1.jpg_x1536_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y1280.jpg
44,35,37,7,0,35,51233,14406,28.12,100.0,84.09,15.91,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y1536.jpg
74,36,49,19,6,36,59509,16007,26.9,100.0,66.22,25.68,8.11,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y1792.jpg
32,33,27,5,0,33,56026,16276,29.05,100.0,84.38,15.62,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y2048.jpg
40,27,33,5,2,27,56563,15697,27.75,100.0,82.5,12.5,5.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y2304.jpg
48,34,42,4,2,34,57855,16571,28.64,100.0,87.5,8.33,4.17,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y256.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y256.jpg
58,40,52,4,2,40,54067,15072,27.88,100.0,89.66,6.9,3.45,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y2560.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y2560.jpg
51,38,46,4,1,38,56297,15946,28.32,100.0,90.2,7.84,1.96,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y512.jpg
46,36,37,7,2,36,57883,16315,28.19,100.0,80.43,15.22,4.35,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1536_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1536_y768.jpg
40,30,37,2,1,30,57710,16606,28.77,100.0,92.5,5.0,2.5,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1792_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y1024.jpg
68,35,61,7,0,35,57216,15903,27.79,100.0,89.71,10.29,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1792_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y1280.jpg
46,38,40,2,4,38,56448,12420,22.0,100.0,86.96,4.35,8.7,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y1536.jpg
67,33,50,17,0,33,57950,16279,28.09,100.0,74.63,25.37,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y1792.jpg
85,44,58,24,3,44,58681,16286,27.75,100.0,68.24,28.24,3.53,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y2048.jpg
51,40,35,11,5,40,58467,16549,28.3,100.0,68.63,21.57,9.8,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y2304.jpg
45,26,41,2,2,26,44484,12523,28.15,100.0,91.11,4.44,4.44,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1792_y256.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y256.jpg
64,52,56,6,2,52,52302,14032,26.83,100.0,87.5,9.38,3.12,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y2560.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y2560.jpg
60,37,47,9,4,37,55134,15291,27.73,100.0,78.33,15.0,6.67,2,3,6,high,0,DNMT3A_1939_block1.jpg_x1792_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y512.jpg
37,43,36,1,0,43,55281,13880,25.11,100.0,97.3,2.7,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x1792_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x1792_y768.jpg
68,38,54,12,2,38,52507,14696,27.99,100.0,79.41,17.65,2.94,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y1024.jpg
56,50,46,8,2,50,55351,15544,28.08,100.0,82.14,14.29,3.57,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y1280.jpg
38,48,35,2,1,48,55261,15763,28.52,100.0,92.11,5.26,2.63,1,3,3,low,0,DNMT3A_1939_block1.jpg_x2048_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y1536.jpg
61,47,45,15,1,47,56310,15420,27.38,100.0,73.77,24.59,1.64,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y1792.jpg
86,45,59,20,7,45,53238,14505,27.25,100.0,68.6,23.26,8.14,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y2048.jpg
44,44,39,4,1,44,56548,16163,28.58,100.0,88.64,9.09,2.27,1,3,3,low,0,DNMT3A_1939_block1.jpg_x2048_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y2304.jpg
23,17,18,3,2,17,14482,4105,28.35,100.0,78.26,13.04,8.7,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y256.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y256.jpg
24,21,23,1,0,21,28714,8045,28.02,100.0,95.83,4.17,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x2048_y2560.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y2560.jpg
33,36,26,7,0,36,56352,12336,21.89,100.0,78.79,21.21,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y512.jpg
44,47,33,6,5,47,58137,8177,14.07,100.0,75.0,13.64,11.36,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2048_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2048_y768.jpg
44,37,40,3,1,37,55971,15940,28.48,100.0,90.91,6.82,2.27,1,3,3,low,0,DNMT3A_1939_block1.jpg_x2304_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y1024.jpg
34,40,30,3,1,40,55955,15788,28.22,100.0,88.24,8.82,2.94,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y1280.jpg
73,36,58,12,3,36,57090,15708,27.51,100.0,79.45,16.44,4.11,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y1536.jpg
56,45,45,8,3,45,55993,15529,27.73,100.0,80.36,14.29,5.36,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y1792.jpg
38,45,32,5,1,45,56526,16160,28.59,100.0,84.21,13.16,2.63,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y2048.jpg
26,31,22,3,1,31,35370,5921,16.74,100.0,84.62,11.54,3.85,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y2304.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y2304.jpg
15,19,13,1,1,19,21668,5399,24.92,100.0,86.67,6.67,6.67,1,3,3,low,0,DNMT3A_1939_block1.jpg_x2304_y512.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y512.jpg
22,23,17,3,2,23,52086,8171,15.69,100.0,77.27,13.64,9.09,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2304_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2304_y768.jpg
60,46,48,8,4,46,38804,10104,26.04,100.0,80.0,13.33,6.67,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y1024.jpg
69,50,55,12,2,50,50780,13949,27.47,100.0,79.71,17.39,2.9,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y1280.jpg
78,37,56,18,4,37,49325,13435,27.24,100.0,71.79,23.08,5.13,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y1536.jpg
49,39,41,7,1,39,39595,10920,27.58,100.0,83.67,14.29,2.04,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y1792.jpg
36,20,32,3,1,20,19315,4407,22.82,100.0,88.89,8.33,2.78,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y2048.jpg
22,16,17,3,2,16,10972,2939,26.79,100.0,77.27,13.64,9.09,2,3,6,high,0,DNMT3A_1939_block1.jpg_x2560_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x2560_y768.jpg
31,24,30,1,0,24,45137,12858,28.49,100.0,96.77,3.23,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x256_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y1024.jpg
20,15,17,3,0,14,48777,11009,22.57,93.33,85.0,15.0,0.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x256_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y1280.jpg
60,41,57,3,0,41,57687,16157,28.01,100.0,95.0,5.0,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x256_y1536.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y1536.jpg
58,31,43,13,2,31,47264,12713,26.9,100.0,74.14,22.41,3.45,2,3,6,high,0,DNMT3A_1939_block1.jpg_x256_y1792.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y1792.jpg
15,18,13,1,1,18,21676,6073,28.02,100.0,86.67,6.67,6.67,1,3,3,low,0,DNMT3A_1939_block1.jpg_x256_y2048.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y2048.jpg
25,12,19,4,2,12,22688,6321,27.86,100.0,76.0,16.0,8.0,2,3,6,high,0,DNMT3A_1939_block1.jpg_x256_y768.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x256_y768.jpg
54,39,52,2,0,39,56943,16216,28.48,100.0,96.3,3.7,0.0,1,3,3,low,0,DNMT3A_1939_block1.jpg_x512_y1024.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x512_y1024.jpg
48,53,41,6,1,53,56520,16039,28.38,100.0,85.42,12.5,2.08,2,3,6,high,0,DNMT3A_1939_block1.jpg_x512_y1280.jpg,DNMT3A_1939_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_1939_block1.jpg_x512_y1280.jpg
